"cod_rgint";"interp_homem_60_69_2000";"interp_homem_60_69_2001";"interp_homem_60_69_2002";"interp_homem_60_69_2003";"interp_homem_60_69_2004";"interp_homem_60_69_2005";"interp_homem_60_69_2006";"interp_homem_60_69_2007";"interp_homem_60_69_2008";"interp_homem_60_69_2009";"interp_homem_60_69_2010";"interp_homem_60_69_2011";"interp_homem_60_69_2012";"interp_homem_60_69_2013";"interp_homem_60_69_2014";"interp_homem_60_69_2015";"interp_homem_60_69_2016";"interp_homem_60_69_2017";"interp_homem_60_69_2018";"interp_homem_60_69_2019";"interp_homem_60_69_2020";"interp_homem_60_69_2021";"interp_homem_60_69_2022";"interp_homem_60_69_2023";"interp_homem_60_60_2024";"interp_mulher_60_69_2000";"interp_mulher_60_69_2001";"interp_mulher_60_69_2002";"interp_mulher_60_69_2003";"interp_mulher_60_69_2004";"interp_mulher_60_69_2005";"interp_mulher_60_69_2006";"interp_mulher_60_69_2007";"interp_mulher_60_69_2008";"interp_mulher_60_69_2009";"interp_mulher_60_69_2010";"interp_mulher_60_69_2011";"interp_mulher_60_69_2012";"interp_mulher_60_69_2013";"interp_mulher_60_69_2014";"interp_mulher_60_69_2015";"interp_mulher_60_69_2016";"interp_mulher_60_69_2017";"interp_mulher_60_69_2018";"interp_mulher_60_69_2019";"interp_mulher_60_69_2020";"interp_mulher_60_69_2021";"interp_mulher_60_69_2022";"interp_mulher_60_69_2023";"interp_mulher_60_69_2024";"interp_homem_70_79_2000";"interp_homem_70_79_2001";"interp_homem_70_79_2002";"interp_homem_70_79_2003";"interp_homem_70_79_2004";"interp_homem_70_79_2005";"interp_homem_70_79_2006";"interp_homem_70_79_2007";"interp_homem_70_79_2008";"interp_homem_70_79_2009";"interp_homem_70_79_2010";"interp_homem_70_79_2011";"interp_homem_70_79_2012";"interp_homem_70_79_2013";"interp_homem_70_79_2014";"interp_homem_70_79_2015";"interp_homem_70_79_2016";"interp_homem_70_79_2017";"interp_homem_70_79_2018";"interp_homem_70_79_2019";"interp_homem_70_79_2020";"interp_homem_70_79_2021";"interp_homem_70_79_2022";"interp_homem_70_79_2023";"interp_homem_60_60_2024";"interp_mulher_70_79_2000";"interp_mulher_70_79_2001";"interp_mulher_70_79_2002";"interp_mulher_70_79_2003";"interp_mulher_70_79_2004";"interp_mulher_70_79_2005";"interp_mulher_70_79_2006";"interp_mulher_70_79_2007";"interp_mulher_70_79_2008";"interp_mulher_70_79_2009";"interp_mulher_70_79_2010";"interp_mulher_70_79_2011";"interp_mulher_70_79_2012";"interp_mulher_70_79_2013";"interp_mulher_70_79_2014";"interp_mulher_70_79_2015";"interp_mulher_70_79_2016";"interp_mulher_70_79_2017";"interp_mulher_70_79_2018";"interp_mulher_70_79_2019";"interp_mulher_70_79_2020";"interp_mulher_70_79_2021";"interp_mulher_70_79_2022";"interp_mulher_70_79_2023";"interp_mulher_70_79_2024";"interp_homem_80_mais_2000";"interp_homem_80_mais_2001";"interp_homem_80_mais_2002";"interp_homem_80_mais_2003";"interp_homem_80_mais_2004";"interp_homem_80_mais_2005";"interp_homem_80_mais_2006";"interp_homem_80_mais_2007";"interp_homem_80_mais_2008";"interp_homem_80_mais_2009";"interp_homem_80_mais_2010";"interp_homem_80_mais_2011";"interp_homem_80_mais_2012";"interp_homem_80_mais_2013";"interp_homem_80_mais_2014";"interp_homem_80_mais_2015";"interp_homem_80_mais_2016";"interp_homem_80_mais_2017";"interp_homem_80_mais_2018";"interp_homem_80_mais_2019";"interp_homem_80_mais_2020";"interp_homem_80_mais_2021";"interp_homem_80_mais_2022";"interp_homem_80_mais_2023";"interp_homem_60_60_2024";"interp_mulher_80_mais_2000";"interp_mulher_80_mais_2001";"interp_mulher_80_mais_2002";"interp_mulher_80_mais_2003";"interp_mulher_80_mais_2004";"interp_mulher_80_mais_2005";"interp_mulher_80_mais_2006";"interp_mulher_80_mais_2007";"interp_mulher_80_mais_2008";"interp_mulher_80_mais_2009";"interp_mulher_80_mais_2010";"interp_mulher_80_mais_2011";"interp_mulher_80_mais_2012";"interp_mulher_80_mais_2013";"interp_mulher_80_mais_2014";"interp_mulher_80_mais_2015";"interp_mulher_80_mais_2016";"interp_mulher_80_mais_2017";"interp_mulher_80_mais_2018";"interp_mulher_80_mais_2019";"interp_mulher_80_mais_2020";"interp_mulher_80_mais_2021";"interp_mulher_80_mais_2022";"interp_mulher_80_mais_2023";"interp_mulher_80_mais_2024"
4101;64840;67465;70195;73037;75993;79069;82270;85600;89065;92670;96421;100688;105143;109796;114654;119728;125026;130558;136336;142369;148669;155247;162117;169291;176782;76468;79607;82874;86276;89817;93504;97342;101337;105497;109827;114335;119709;125335;131226;137393;143851;150612;157691;165102;172862;180986;189493;198399;207724;217487;30736;31967;33248;34580;35966;37407;38906;40465;42086;43772;45526;47718;50015;52423;54947;57592;60364;63270;66316;69509;72855;76363;80039;83892;87931;41871;43480;45150;46885;48687;50557;52500;54517;56612;58787;61046;63914;66917;70061;73353;76800;80408;84186;88141;92283;96619;101158;105911;110887;116097;9166;9674;10210;10775;11372;12003;12668;13369;14110;14892;15717;16511;17346;18223;19144;20111;21128;22196;23318;24497;25735;27035;28402;29838;31346;15750;16729;17768;18872;20044;21290;22613;24017;25510;27095;28778;30098;31478;32922;34431;36010;37662;39389;41195;43084;45060;47127;49288;51548;53912
4102;9000;9278;9564;9859;10163;10476;10799;11132;11475;11829;12194;12615;13051;13502;13969;14451;14950;15467;16001;16554;17126;17718;18330;18963;19618;9143;9426;9718;10018;10328;10648;10977;11317;11667;12028;12400;12886;13391;13916;14461;15028;15616;16228;16864;17525;18212;18925;19667;20438;21239;4169;4314;4463;4618;4779;4944;5116;5294;5477;5667;5864;6091;6328;6573;6828;7092;7367;7653;7950;8258;8578;8911;9256;9615;9988;4373;4540;4714;4895;5082;5277;5479;5688;5906;6132;6367;6620;6884;7158;7443;7739;8047;8367;8700;9046;9406;9781;10170;10575;10996;1245;1306;1369;1435;1505;1578;1655;1735;1820;1908;2001;2082;2166;2254;2345;2440;2538;2641;2748;2859;2975;3095;3220;3350;3486;1584;1663;1747;1834;1927;2023;2125;2231;2343;2461;2584;2688;2795;2907;3024;3145;3271;3402;3538;3680;3827;3981;4140;4306;4478
4103;42452;43857;45309;46808;48358;49958;51612;53320;55085;56908;58792;61076;63449;65914;68474;71134;73898;76769;79751;82849;86068;89411;92885;96493;100242;42640;44309;46043;47846;49718;51665;53687;55788;57972;60241;62599;65345;68212;71204;74328;77589;80992;84545;88254;92126;96167;100386;104790;109387;114186;19488;20362;21274;22228;23225;24266;25354;26490;27678;28919;30215;31417;32667;33967;35319;36724;38185;39705;41285;42927;44635;46411;48258;50178;52175;21311;22332;23403;24525;25700;26932;28223;29576;30994;32479;34036;35535;37100;38733;40439;42220;44079;46020;48046;50162;52371;54677;57085;59599;62223;6043;6361;6696;7048;7420;7810;8221;8654;9110;9589;10094;10593;11117;11666;12243;12848;13483;14150;14849;15583;16353;17162;18010;18900;19835;7723;8189;8683;9208;9763;10353;10978;11640;12343;13088;13878;14620;15402;16225;17093;18007;18970;19984;21053;22179;23365;24614;25930;27317;28777
4104;46763;47784;48828;49894;50984;52098;53236;54398;55586;56800;58041;60073;62176;64352;66605;68936;71350;73847;76432;79108;81877;84743;87710;90780;93958;46620;48182;49797;51466;53191;54974;56816;58720;60688;62722;64824;67386;70049;72817;75694;78686;81795;85027;88387;91880;95511;99285;103209;107288;111527;24881;25669;26483;27322;28187;29081;30002;30953;31933;32945;33989;34976;35991;37036;38111;39218;40356;41528;42733;43974;45251;46564;47916;49307;50738;24498;25516;26576;27680;28830;30028;31276;32575;33929;35339;36807;38263;39776;41349;42984;44684;46451;48289;50198;52184;54247;56393;58623;60941;63352;7913;8329;8766;9226;9711;10221;10758;11323;11917;12543;13202;13736;14291;14869;15471;16096;16747;17424;18129;18862;19625;20418;21244;22103;22997;9489;10022;10585;11180;11808;12472;13172;13913;14694;15520;16392;17195;18038;18922;19849;20822;21842;22912;24035;25213;26448;27744;29104;30530;32026
4105;48626;49961;51332;52741;54189;55676;57205;58775;60388;62046;63749;65735;67784;69896;72074;74320;76636;79024;81486;84026;86644;89344;92128;94999;97959;52001;53643;55336;57083;58885;60744;62662;64640;66680;68785;70957;73429;75986;78633;81372;84206;87139;90174;93315;96566;99929;103410;107012;110739;114597;25623;26446;27295;28171;29076;30009;30973;31967;32993;34053;35146;36263;37415;38604;39831;41097;42403;43751;45141;46576;48056;49583;51159;52785;54462;27777;28885;30038;31237;32483;33779;35127;36529;37986;39502;41078;42573;44122;45728;47392;49116;50903;52756;54676;56665;58727;60864;63079;65374;67753;8616;9019;9440;9881;10343;10826;11332;11861;12416;12996;13603;14128;14673;15240;15828;16439;17074;17733;18417;19128;19867;20634;21430;22257;23116;10986;11562;12169;12807;13479;14186;14930;15713;16537;17404;18317;19145;20011;20915;21861;22849;23882;24962;26090;27270;28503;29791;31138;32546;34017
4106;18905;19469;20051;20649;21265;21900;22554;23227;23921;24635;25370;26321;27307;28330;29392;30493;31635;32821;34050;35326;36650;38023;39448;40926;42460;20813;21411;22026;22658;23309;23978;24667;25375;26104;26854;27625;28696;29809;30964;32165;33412;34707;36053;37451;38903;40411;41978;43605;45296;47052;9571;9845;10127;10417;10716;11023;11339;11664;11998;12341;12695;13174;13671;14187;14723;15278;15855;16453;17074;17718;18387;19081;19801;20548;21324;11238;11589;11950;12323;12708;13104;13513;13935;14369;14818;15280;15831;16401;16992;17605;18240;18897;19578;20284;21015;21772;22557;23370;24212;25085;3068;3180;3296;3416;3540;3670;3803;3942;4086;4235;4389;4558;4734;4917;5107;5304;5509;5721;5942;6171;6410;6657;6914;7181;7458;4041;4247;4464;4691;4930;5182;5446;5723;6015;6322;6644;6893;7151;7420;7698;7986;8286;8596;8919;9253;9600;9960;10333;10720;11122
4201;16056;16919;17829;18788;19799;20863;21985;23168;24414;25726;27110;28619;30212;31894;33670;35544;37523;39612;41817;44145;46603;49197;51936;54827;57880;18838;19855;20926;22056;23246;24501;25824;27218;28687;30235;31867;33781;35810;37960;40240;42657;45219;47935;50814;53865;57100;60530;64165;68019;72104;7822;8196;8589;9000;9431;9883;10356;10852;11371;11916;12486;13269;14101;14985;15924;16922;17983;19111;20309;21582;22935;24373;25901;27525;29250;10974;11455;11958;12483;13030;13602;14199;14821;15472;16150;16859;17879;18962;20109;21327;22617;23986;25438;26978;28611;30343;32179;34127;36193;38383;2433;2585;2746;2917;3098;3292;3497;3714;3946;4192;4453;4719;5001;5300;5617;5953;6309;6686;7086;7509;7958;8434;8938;9472;10039;4666;4969;5292;5636;6003;6393;6808;7251;7722;8224;8759;9222;9709;10223;10763;11332;11931;12561;13225;13924;14660;15435;16251;17110;18014
4202;17320;18068;18849;19664;20513;21400;22324;23289;24295;25345;26440;27765;29156;30617;32151;33762;35454;37230;39096;41055;43112;45272;47541;49923;52425;19664;20486;21342;22234;23163;24131;25140;26190;27285;28425;29613;31088;32636;34261;35968;37759;39639;41613;43686;45861;48145;50543;53060;55702;58477;8874;9167;9470;9783;10106;10440;10785;11142;11510;11890;12283;12941;13635;14365;15135;15946;16801;17701;18650;19649;20702;21811;22980;24211;25509;11217;11612;12020;12443;12880;13333;13802;14288;14790;15310;15849;16634;17459;18324;19232;20185;21185;22235;23336;24493;25706;26980;28317;29720;31193;2739;2867;3002;3143;3290;3444;3606;3775;3952;4137;4331;4534;4746;4968;5201;5444;5699;5966;6246;6538;6844;7165;7500;7851;8219;4212;4435;4671;4918;5179;5454;5743;6048;6369;6706;7062;7392;7737;8098;8476;8872;9286;9720;10174;10649;11146;11666;12211;12781;13378
4203;8557;8788;9026;9270;9521;9778;10042;10314;10593;10879;11173;11533;11905;12289;12685;13094;13516;13952;14401;14866;15345;15839;16350;16877;17421;9127;9396;9673;9958;10252;10554;10865;11185;11515;11855;12204;12606;13021;13449;13892;14349;14821;15309;15813;16334;16871;17426;18000;18592;19204;4344;4466;4592;4721;4853;4990;5130;5274;5422;5574;5731;5922;6119;6322;6532;6750;6974;7206;7446;7693;7949;8214;8487;8769;9061;4715;4876;5043;5215;5394;5578;5769;5966;6170;6381;6599;6835;7079;7332;7594;7865;8147;8438;8739;9052;9375;9710;10057;10416;10789;1475;1535;1597;1661;1728;1798;1871;1946;2025;2107;2192;2267;2345;2425;2508;2594;2683;2774;2869;2968;3069;3174;3283;3395;3512;1866;1951;2040;2134;2231;2333;2440;2551;2668;2790;2917;3020;3128;3239;3353;3472;3596;3723;3855;3992;4134;4280;4432;4589;4752
4204;23435;24333;25265;26234;27239;28283;29366;30492;31660;32873;34133;35580;37088;38660;40299;42007;43787;45643;47578;49595;51697;53888;56172;58553;61035;25267;26188;27142;28130;29155;30218;31318;32459;33642;34868;36138;37638;39200;40826;42521;44285;46123;48037;50031;52107;54269;56521;58867;61310;63854;11232;11683;12153;12641;13149;13677;14227;14799;15393;16012;16655;17439;18261;19121;20021;20964;21951;22985;24068;25201;26388;27631;28932;30295;31721;13864;14425;15009;15616;16248;16905;17589;18301;19041;19811;20613;21465;22351;23274;24236;25237;26280;27365;28496;29673;30899;32175;33504;34888;36329;3428;3602;3785;3977;4179;4392;4615;4849;5095;5354;5626;5916;6222;6543;6881;7236;7610;8003;8416;8850;9307;9788;10293;10824;11383;5135;5455;5795;6156;6540;6947;7380;7840;8329;8848;9399;9842;10306;10793;11302;11835;12393;12977;13589;14230;14901;15604;16340;17111;17918
4205;4365;4513;4667;4826;4990;5160;5335;5517;5704;5898;6099;6333;6577;6829;7092;7364;7647;7941;8246;8563;8892;9234;9589;9957;10340;4596;4765;4940;5122;5310;5506;5708;5918;6135;6361;6595;6845;7104;7373;7652;7941;8242;8554;8878;9214;9562;9924;10300;10690;11094;1962;2049;2140;2236;2335;2439;2548;2661;2779;2903;3032;3150;3273;3400;3532;3670;3813;3961;4115;4275;4442;4614;4794;4981;5174;2287;2388;2493;2603;2718;2837;2962;3093;3229;3371;3520;3659;3804;3954;4111;4273;4442;4618;4800;4990;5188;5393;5606;5828;6058;611;644;679;716;755;796;839;885;933;984;1037;1078;1121;1166;1213;1261;1311;1364;1418;1474;1533;1594;1658;1724;1793;860;906;956;1007;1062;1119;1179;1243;1310;1381;1456;1523;1593;1666;1742;1822;1906;1993;2084;2180;2280;2385;2494;2608;2728
4206;20375;21252;22166;23120;24114;25152;26234;27363;28540;29768;31049;32714;34468;36315;38262;40314;42475;44752;47152;49680;52343;55149;58106;61221;64503;23166;24097;25066;26074;27122;28212;29346;30526;31753;33029;34357;36237;38221;40313;42519;44846;47301;49890;52620;55500;58538;61742;65121;68685;72444;9808;10191;10589;11003;11433;11880;12344;12826;13327;13848;14389;15160;15973;16829;17731;18681;19682;20737;21849;23020;24254;25553;26923;28366;29886;13043;13549;14074;14619;15186;15774;16386;17021;17681;18366;19078;19998;20961;21972;23031;24141;25304;26524;27803;29143;30547;32020;33563;35181;36876;2891;3040;3196;3360;3533;3714;3905;4106;4317;4539;4772;5018;5277;5550;5836;6138;6454;6788;7138;7506;7894;8301;8730;9181;9655;4800;5093;5405;5735;6086;6458;6853;7272;7717;8188;8689;9084;9496;9927;10378;10849;11342;11857;12395;12958;13547;14162;14805;15477;16180
4207;28028;29340;30713;32151;33656;35232;36881;38607;40415;42307;44287;46683;49208;51869;54675;57632;60750;64036;67499;71150;74999;79056;83332;87839;92591;32186;33619;35117;36681;38314;40020;41803;43665;45609;47640;49762;52566;55528;58656;61961;65452;69140;73036;77151;81498;86090;90941;96065;101478;107195;14220;14753;15306;15880;16475;17092;17733;18398;19087;19803;20545;21710;22941;24241;25616;27068;28602;30224;31938;33748;35662;37684;39820;42078;44463;18536;19296;20088;20912;21770;22663;23593;24561;25569;26618;27710;29108;30577;32120;33740;35443;37231;39109;41083;43156;45333;47620;50023;52547;55198;4373;4603;4846;5101;5370;5653;5951;6265;6595;6942;7308;7671;8053;8453;8873;9314;9777;10263;10773;11309;11871;12461;13080;13730;14413;7066;7495;7950;8432;8944;9486;10062;10673;11320;12007;12736;13366;14028;14722;15451;16216;17018;17860;18744;19672;20646;21668;22740;23865;25047
4301;102134;105856;109714;113713;117857;122153;126605;131219;136001;140958;146095;151545;157199;163064;169147;175457;182003;188793;195836;203142;210721;218582;226737;235196;243970;131394;135691;140129;144712;149444;154332;159379;164592;169974;175533;181274;187824;194612;201644;208931;216480;224303;232408;240807;249508;258525;267866;277546;287575;297967;49501;51182;52919;54716;56574;58495;60481;62535;64658;66853;69123;72146;75302;78596;82034;85622;89367;93276;97356;101614;106059;110698;115540;120594;125869;77771;80121;82542;85037;87607;90254;92982;95792;98686;101669;104741;108543;112484;116567;120798;125184;129728;134437;139318;144375;149616;155048;160676;166509;172553;14831;15592;16393;17235;18120;19050;20028;21056;22137;23274;24469;25530;26636;27791;28995;30252;31564;32932;34359;35848;37402;39024;40715;42480;44321;32016;33703;35479;37349;39317;41389;43570;45866;48283;50828;53506;55382;57324;59334;61414;63568;65796;68103;70491;72963;75521;78169;80910;83747;86683
4302;29392;30126;30878;31648;32438;33248;34078;34929;35800;36694;37610;38588;39591;40620;41675;42759;43870;45010;46180;47381;48612;49876;51172;52502;53867;35501;36238;36991;37760;38544;39344;40162;40996;41847;42717;43604;44730;45885;47070;48285;49532;50811;52123;53469;54849;56266;57719;59209;60738;62306;15158;15538;15928;16328;16738;17158;17588;18029;18482;18946;19421;20028;20654;21300;21966;22653;23361;24091;24844;25621;26422;27248;28100;28978;29884;22239;22733;23237;23753;24280;24819;25370;25933;26508;27097;27698;28348;29014;29695;30392;31105;31835;32582;33347;34130;34931;35751;36590;37449;38328;4816;5012;5217;5430;5651;5882;6122;6371;6631;6902;7183;7401;7625;7856;8094;8340;8593;8853;9122;9398;9683;9977;10279;10591;10912;9995;10396;10813;11247;11699;12168;12657;13165;13693;14242;14814;15147;15487;15835;16190;16554;16926;17306;17695;18092;18499;18914;19339;19773;20218
4303;23302;23862;24435;25022;25624;26239;26870;27515;28177;28854;29547;30356;31187;32041;32919;33820;34746;35698;36675;37679;38711;39771;40860;41979;43128;27324;27889;28465;29053;29653;30266;30891;31530;32181;32846;33525;34436;35371;36332;37319;38333;39374;40444;41543;42671;43830;45021;46244;47500;48791;12271;12601;12940;13288;13646;14013;14390;14777;15175;15583;16002;16493;16999;17520;18058;18612;19182;19771;20377;21002;21647;22311;22995;23700;24427;16861;17268;17684;18110;18547;18995;19453;19922;20402;20894;21398;21927;22470;23025;23595;24179;24777;25390;26018;26661;27321;27996;28689;29399;30126;4200;4353;4512;4677;4847;5024;5207;5397;5594;5798;6010;6236;6471;6714;6967;7229;7501;7783;8076;8379;8695;9022;9361;9713;10079;7603;7909;8227;8558;8902;9260;9633;10020;10423;10843;11279;11616;11963;12320;12688;13067;13457;13859;14273;14699;15138;15590;16056;16536;17029
4304;13313;13603;13899;14202;14511;14827;15150;15480;15817;16161;16513;16970;17440;17923;18419;18929;19453;19991;20545;21114;21698;22299;22916;23550;24202;14911;15226;15548;15877;16212;16555;16905;17262;17627;18000;18380;18869;19371;19886;20415;20958;21516;22088;22676;23279;23899;24534;25187;25857;26545;6422;6620;6825;7036;7253;7477;7708;7946;8192;8445;8706;8947;9196;9451;9713;9982;10259;10544;10836;11136;11445;11763;12089;12424;12769;8541;8776;9018;9267;9522;9785;10055;10332;10617;10909;11210;11476;11749;12028;12314;12607;12906;13213;13527;13848;14177;14514;14859;15212;15574;2406;2476;2548;2621;2697;2776;2856;2939;3024;3112;3202;3312;3426;3543;3665;3791;3921;4055;4195;4339;4488;4642;4801;4966;5136;4292;4425;4561;4702;4847;4997;5151;5311;5475;5644;5818;5975;6137;6303;6473;6648;6828;7013;7203;7397;7597;7803;8014;8231;8453
4305;24002;24687;25392;26116;26861;27628;28417;29228;30062;30920;31802;32680;33582;34509;35461;36440;37446;38479;39541;40633;41754;42907;44091;45308;46559;26624;27321;28036;28770;29524;30297;31090;31904;32739;33596;34476;35436;36423;37437;38479;39550;40651;41783;42947;44142;45371;46635;47933;49268;50639;12379;12747;13126;13516;13917;14331;14756;15195;15646;16111;16590;17164;17759;18373;19009;19667;20348;21053;21782;22536;23316;24123;24958;25822;26716;16292;16700;17118;17546;17986;18436;18897;19371;19855;20353;20862;21504;22165;22847;23550;24274;25021;25790;26583;27401;28244;29113;30008;30931;31882;4285;4443;4607;4777;4953;5136;5325;5522;5726;5937;6156;6380;6612;6852;7102;7360;7628;7905;8193;8490;8799;9119;9451;9795;10151;7001;7294;7600;7919;8250;8596;8957;9332;9723;10130;10555;10865;11184;11513;11851;12199;12558;12926;13306;13697;14099;14514;14940;15379;15831
4306;35241;36292;37374;38489;39637;40819;42036;43290;44581;45911;47280;48777;50321;51913;53557;55252;57001;58805;60666;62587;64568;66612;68720;70895;73139;40223;41301;42407;43543;44710;45908;47138;48401;49697;51029;52396;54070;55797;57580;59419;61318;63277;65298;67384;69537;71759;74051;76417;78858;81378;18168;18723;19296;19885;20493;21120;21765;22431;23116;23823;24551;25489;26463;27475;28525;29615;30747;31922;33142;34408;35723;37089;38506;39978;41505;23940;24659;25400;26163;26949;27758;28592;29451;30336;31247;32186;33213;34273;35367;36496;37661;38863;40104;41384;42705;44068;45475;46926;48424;49969;6148;6403;6669;6945;7233;7533;7846;8171;8510;8863;9231;9591;9965;10354;10758;11178;11614;12068;12538;13028;13536;14064;14613;15183;15776;10007;10483;10982;11505;12053;12626;13227;13857;14516;15207;15931;16494;17078;17682;18307;18954;19625;20319;21037;21781;22552;23349;24175;25030;25915
4307;25018;25972;26962;27990;29057;30165;31315;32508;33748;35034;36370;37971;39642;41386;43207;45109;47094;49166;51330;53589;55947;58410;60980;63664;66465;28911;29956;31040;32162;33325;34530;35779;37073;38414;39803;41242;43044;44926;46889;48938;51077;53310;55639;58071;60609;63258;66023;68908;71920;75063;12609;13081;13571;14080;14607;15154;15722;16311;16922;17555;18213;19048;19921;20835;21790;22789;23834;24926;26069;27264;28514;29822;31189;32619;34114;17458;18063;18689;19337;20007;20700;21418;22160;22928;23723;24545;25568;26634;27745;28902;30107;31362;32670;34032;35451;36929;38469;40073;41744;43484;3775;3983;4202;4433;4676;4934;5205;5491;5793;6112;6448;6768;7103;7455;7825;8213;8620;9048;9496;9967;10461;10980;11524;12095;12695;7056;7462;7891;8346;8826;9334;9871;10439;11040;11675;12347;12857;13387;13940;14515;15114;15738;16387;17064;17768;18501;19265;20060;20888;21750
4308;20775;21381;22005;22647;23308;23988;24687;25408;26149;26912;27697;28677;29691;30741;31828;32954;34119;35326;36575;37868;39208;40594;42030;43516;45055;24068;24665;25277;25904;26547;27205;27880;28572;29281;30008;30752;31774;32831;33922;35050;36215;37419;38663;39949;41277;42649;44067;45532;47046;48610;10672;10982;11302;11630;11969;12317;12675;13044;13423;13813;14215;14782;15371;15985;16622;17285;17974;18691;19437;20212;21018;21856;22728;23634;24577;15129;15532;15945;16369;16804;17252;17711;18182;18666;19162;19672;20271;20888;21523;22178;22853;23549;24266;25004;25765;26549;27357;28190;29048;29932;3243;3389;3541;3701;3867;4041;4223;4413;4612;4819;5036;5230;5432;5642;5860;6086;6321;6565;6819;7082;7355;7639;7934;8240;8558;6266;6560;6868;7191;7529;7882;8253;8640;9046;9471;9916;10244;10582;10932;11293;11666;12051;12449;12861;13285;13724;14178;14646;15130;15630
5001;24197;25183;26209;27276;28387;29544;30747;32000;33303;34660;36072;37625;39244;40933;42695;44532;46449;48448;50533;52708;54977;57343;59811;62385;65070;24707;25829;27002;28229;29511;30851;32253;33718;35249;36850;38524;40442;42455;44569;46788;49118;51563;54130;56825;59654;62624;65742;69015;72451;76058;11617;12189;12788;13418;14078;14770;15497;16260;17060;17899;18780;19504;20256;21037;21847;22690;23564;24472;25416;26395;27413;28470;29567;30707;31890;12162;12860;13597;14377;15202;16074;16996;17971;19002;20092;21244;22160;23115;24111;25151;26235;27366;28545;29776;31059;32398;33794;35251;36770;38355;4296;4525;4767;5021;5289;5572;5869;6182;6512;6860;7226;7544;7875;8221;8582;8959;9353;9764;10193;10641;11108;11596;12106;12638;13193;5200;5513;5845;6197;6570;6966;7386;7830;8302;8802;9332;9811;10315;10844;11401;11986;12602;13249;13929;14644;15396;16186;17017;17891;18809
5002;15481;15913;16357;16814;17283;17765;18261;18771;19295;19833;20387;21203;22051;22933;23851;24805;25798;26830;27904;29020;30181;31389;32645;33951;35310;14015;14607;15224;15867;16538;17236;17964;18723;19514;20339;21198;22160;23165;24216;25315;26463;27664;28919;30231;31603;33036;34535;36102;37740;39452;7892;8212;8544;8890;9250;9625;10015;10420;10842;11281;11738;12074;12420;12776;13141;13518;13905;14303;14713;15134;15568;16013;16472;16944;17429;7177;7508;7854;8216;8595;8991;9405;9839;10292;10767;11263;11726;12209;12711;13233;13778;14344;14934;15549;16188;16854;17547;18269;19020;19803;2728;2873;3027;3188;3358;3537;3726;3924;4133;4354;4586;4767;4956;5152;5355;5567;5787;6016;6254;6501;6758;7025;7303;7592;7892;2923;3095;3277;3470;3674;3891;4120;4362;4619;4891;5179;5418;5669;5931;6205;6492;6792;7106;7435;7779;8138;8514;8908;9320;9751
5003;7239;7440;7647;7860;8079;8303;8534;8772;9016;9266;9524;9798;10080;10370;10668;10975;11290;11615;11949;12293;12646;13010;13384;13769;14165;6758;6982;7214;7453;7700;7956;8220;8492;8774;9065;9366;9685;10016;10357;10710;11076;11453;11844;12248;12666;13097;13544;14006;14484;14978;3748;3866;3987;4113;4242;4375;4513;4655;4801;4952;5108;5250;5397;5547;5701;5860;6023;6191;6364;6541;6723;6910;7103;7301;7504;3560;3684;3813;3946;4084;4227;4375;4528;4686;4850;5019;5194;5375;5562;5756;5957;6164;6379;6601;6832;7070;7316;7571;7835;8108;1570;1620;1671;1724;1778;1835;1893;1953;2014;2078;2144;2201;2259;2320;2381;2444;2509;2576;2645;2715;2787;2861;2937;3015;3095;1823;1887;1954;2023;2095;2169;2245;2325;2407;2492;2580;2654;2730;2809;2889;2972;3058;3146;3236;3329;3424;3523;3624;3728;3835
5101;19138;20035;20975;21959;22988;24066;25195;26377;27613;28908;30264;31664;33129;34662;36266;37943;39699;41536;43457;45468;47571;49772;52075;54484;57005;18601;19543;20532;21572;22664;23811;25017;26283;27614;29012;30481;32104;33813;35613;37509;39506;41609;43824;46157;48614;51202;53928;56799;59823;63008;8731;9158;9607;10077;10570;11087;11630;12199;12797;13423;14080;14735;15421;16139;16890;17676;18498;19359;20260;21203;22190;23222;24303;25434;26618;8536;9021;9534;10076;10649;11254;11894;12570;13285;14040;14838;15622;16446;17315;18229;19192;20205;21272;22396;23578;24823;26134;27514;28967;30497;3173;3322;3479;3642;3814;3993;4181;4378;4584;4800;5026;5273;5533;5805;6091;6391;6705;7035;7381;7744;8126;8525;8945;9385;9847;3889;4082;4285;4498;4721;4956;5202;5460;5731;6016;6315;6673;7052;7452;7874;8321;8793;9292;9819;10376;10964;11586;12243;12937;13671
5102;5921;6082;6247;6417;6592;6771;6955;7144;7338;7538;7743;8037;8343;8660;8989;9331;9686;10054;10436;10833;11245;11672;12116;12577;13055;4933;5136;5347;5567;5795;6034;6282;6540;6809;7089;7380;7679;7990;8313;8650;9001;9365;9744;10139;10550;10977;11421;11884;12365;12866;2871;2988;3110;3237;3369;3507;3650;3799;3954;4115;4283;4409;4539;4672;4810;4951;5097;5247;5402;5560;5724;5893;6066;6245;6428;2139;2265;2399;2540;2690;2849;3017;3195;3383;3583;3794;3941;4093;4251;4415;4586;4763;4947;5138;5337;5543;5758;5980;6211;6451;934;984;1037;1092;1151;1212;1277;1345;1417;1493;1573;1639;1709;1781;1856;1934;2016;2101;2190;2282;2379;2479;2584;2693;2807;850;897;947;999;1054;1112;1174;1239;1307;1380;1456;1534;1617;1703;1795;1891;1993;2100;2213;2332;2457;2589;2728;2875;3029
